event_id,hcp_id,registered,verified_attended,duration,engagement
EV2006,HCP102239,1,1,68,74
EV2006,HCP101271,1,1,61,48
EV2006,HCP100002,1,1,52,32
EV2006,HCP100848,1,1,50,61
EV2006,HCP100757,0,0,0,0
EV2006,HCP100133,1,0,0,0
EV2006,HCP102224,1,1,63,59
EV2006,HCP100601,1,1,58,77
EV2006,HCP101339,1,0,0,0
EV2006,HCP100196,1,1,55,75
EV2006,HCP100343,1,0,0,0
EV2006,HCP102443,1,1,62,42
EV2006,HCP101986,1,1,62,35
EV2006,HCP101423,0,0,0,0
EV2006,HCP101586,1,1,62,20
EV2006,HCP100420,1,0,0,0
EV2006,HCP100639,1,1,71,95
EV2006,HCP100086,1,1,70,64
EV2006,HCP100534,0,0,0,0
EV2007,HCP101074,1,0,0,0
EV2007,HCP101416,1,1,89,71
EV2007,HCP101340,1,1,107,34
EV2007,HCP101739,0,0,0,0
EV2007,HCP102416,0,0,0,0
EV2007,HCP101820,1,1,106,52
EV2007,HCP102083,1,1,108,33
EV2007,HCP100415,1,1,85,35
EV2007,HCP102359,1,1,107,52
EV2007,HCP100650,1,0,0,0
EV2007,HCP101766,1,1,94,30
EV2007,HCP100370,0,0,0,0
EV2007,HCP100998,1,1,106,26
EV2007,HCP100091,0,0,0,0
EV2007,HCP100776,0,0,0,0
EV2007,HCP100820,1,1,84,39
EV2007,HCP100621,1,1,102,70
EV2007,HCP101283,0,0,0,0
EV2007,HCP101385,1,0,0,0
EV2007,HCP100974,0,0,0,0
EV2007,HCP102426,1,0,0,0
EV2007,HCP100014,1,1,98,42
EV2007,HCP101818,0,0,0,0
EV2007,HCP102052,1,1,77,33
EV2007,HCP100161,1,0,0,0
EV2007,HCP100896,1,1,102,24
EV2007,HCP102339,1,1,99,76
EV2007,HCP101159,1,0,0,0
EV2007,HCP102068,0,0,0,0
EV2007,HCP102360,0,0,0,0
EV2007,HCP102472,0,0,0,0
EV2007,HCP100824,1,1,101,68
EV2007,HCP101668,1,0,0,0
EV2007,HCP101486,1,1,106,57
EV2007,HCP102143,1,1,107,69
EV2007,HCP100620,1,1,94,64
EV2007,HCP102398,1,1,108,20
EV2007,HCP100964,1,0,0,0
EV2007,HCP100679,1,1,90,33
EV2008,HCP101452,0,0,0,0
EV2008,HCP101315,1,0,0,0
EV2008,HCP100814,1,0,0,0
EV2008,HCP101510,0,0,0,0
EV2008,HCP101304,1,0,0,0
EV2008,HCP100703,1,1,107,64
EV2008,HCP101739,1,1,79,44
EV2008,HCP101410,0,0,0,0
EV2008,HCP101428,1,0,0,0
EV2008,HCP101745,1,1,88,34
EV2008,HCP100407,1,1,114,69
EV2008,HCP101264,1,0,0,0
EV2009,HCP102466,1,1,92,64
EV2009,HCP102047,0,0,0,0
EV2009,HCP102401,1,0,0,0
EV2009,HCP102179,1,1,95,43
EV2009,HCP101089,1,1,104,66
EV2009,HCP101010,0,0,0,0
EV2009,HCP100354,1,1,104,35
EV2009,HCP102195,0,0,0,0
EV2009,HCP100192,1,0,0,0
EV2009,HCP102438,1,0,0,0
EV2009,HCP101071,1,1,91,23
EV2009,HCP100779,0,0,0,0
EV2009,HCP100054,1,0,0,0
EV2009,HCP102284,1,1,92,26
EV2009,HCP101305,1,0,0,0
EV2009,HCP100202,0,0,0,0
EV2009,HCP102073,0,0,0,0
EV2009,HCP101149,1,0,0,0
EV2009,HCP100543,1,0,0,0
EV2009,HCP101220,1,1,90,32
EV2009,HCP101210,1,1,90,71
EV2009,HCP100907,1,0,0,0
EV2009,HCP100981,1,1,87,64
EV2009,HCP102087,0,0,0,0
EV2009,HCP100517,1,1,104,33
EV2009,HCP101577,0,0,0,0
EV2009,HCP101326,1,1,89,73
EV2009,HCP101654,0,0,0,0
EV2009,HCP100343,0,0,0,0
EV2009,HCP100386,0,0,0,0
EV2009,HCP100114,1,1,82,44
EV2010,HCP101460,1,1,106,41
EV2010,HCP101811,1,0,0,0
EV2010,HCP100427,1,1,102,43
EV2010,HCP101504,1,1,89,51
EV2010,HCP101141,1,0,0,0
EV2010,HCP100921,1,0,0,0
EV2010,HCP101675,1,0,0,0
EV2010,HCP101781,1,1,111,74
EV2010,HCP101538,1,1,111,52
EV2010,HCP101305,1,0,0,0
EV2010,HCP100842,0,0,0,0
EV2010,HCP101243,0,0,0,0
EV2010,HCP101882,1,0,0,0
EV2010,HCP100431,1,1,105,74
EV2010,HCP100003,1,0,0,0
EV2010,HCP102162,1,1,100,50
EV2010,HCP102147,1,0,0,0
EV2010,HCP100171,1,1,97,26
EV2010,HCP101057,1,1,107,75
EV2010,HCP100636,1,1,104,46
EV2010,HCP100447,1,1,97,52
EV2010,HCP101701,0,0,0,0
EV2010,HCP101074,1,1,101,20
EV2010,HCP101171,1,1,94,62
EV2010,HCP100305,1,0,0,0
EV2010,HCP102404,1,1,89,48
EV2010,HCP100511,1,1,87,38
EV2010,HCP102131,1,0,0,0
EV2010,HCP102424,1,0,0,0
EV2010,HCP101564,1,1,94,35
EV2010,HCP100297,1,0,0,0
EV2010,HCP102142,1,0,0,0
EV2010,HCP101747,1,0,0,0
EV2010,HCP100162,0,0,0,0
EV2011,HCP102452,1,1,94,52
EV2011,HCP101636,1,1,89,55
EV2011,HCP101577,1,1,85,47
EV2011,HCP100386,1,1,98,56
EV2011,HCP101911,1,0,0,0
EV2011,HCP101272,1,0,0,0
EV2011,HCP101382,1,1,98,37
EV2011,HCP102170,0,0,0,0
EV2011,HCP101147,1,0,0,0
EV2011,HCP100033,0,0,0,0
EV2011,HCP100913,1,0,0,0
EV2011,HCP101583,0,0,0,0
EV2011,HCP100224,1,0,0,0
EV2011,HCP101082,1,0,0,0
EV2011,HCP100321,1,1,97,62
EV2011,HCP101140,1,0,0,0
EV2011,HCP100970,0,0,0,0
EV2011,HCP100267,1,1,109,63
EV2011,HCP100645,0,0,0,0
EV2011,HCP100361,1,0,0,0
EV2011,HCP101944,1,0,0,0
EV2012,HCP101918,0,0,0,0
EV2012,HCP100773,1,1,63,37
EV2012,HCP102485,1,0,0,0
EV2012,HCP100462,1,1,58,68
EV2012,HCP101648,1,1,70,48
EV2012,HCP102385,1,1,61,67
EV2012,HCP101108,1,1,58,53
EV2012,HCP101341,1,0,0,0
EV2012,HCP101677,1,1,63,42
EV2012,HCP100284,1,1,63,67
EV2012,HCP101988,1,1,70,46
EV2012,HCP101540,1,1,64,47
EV2012,HCP100254,1,1,58,53
EV2012,HCP100605,1,0,0,0
EV2012,HCP102397,1,1,75,43
EV2012,HCP100943,1,0,0,0
EV2012,HCP102374,1,1,75,69
EV2012,HCP101680,1,1,73,47
EV2012,HCP101959,1,0,0,0
EV2012,HCP100444,1,0,0,0
EV2012,HCP101980,1,1,59,37
EV2012,HCP100330,1,1,64,57
EV2012,HCP101201,1,1,50,37
EV2012,HCP102484,1,1,72,36
EV2012,HCP101795,0,0,0,0
EV2012,HCP101305,1,1,75,70
EV2012,HCP101472,1,1,69,74
EV2012,HCP101453,1,0,0,0
EV2012,HCP100554,1,1,54,40
EV2012,HCP101102,1,1,72,58
EV2012,HCP101466,1,1,65,74
EV2012,HCP101303,1,1,62,52
EV2012,HCP100209,1,1,60,36
EV2012,HCP102178,1,1,54,48
EV2012,HCP102131,1,1,58,49
EV2012,HCP101521,1,1,72,68
EV2012,HCP102125,1,0,0,0
EV2012,HCP100102,1,1,65,32
EV2012,HCP101901,1,0,0,0
EV2012,HCP102147,1,0,0,0
EV2012,HCP101408,1,1,52,22
EV2012,HCP102241,1,0,0,0
EV2012,HCP101112,1,1,62,41
EV2012,HCP101054,1,1,58,66
EV2012,HCP102305,0,0,0,0
EV2012,HCP102320,1,1,64,70
EV2012,HCP101663,1,1,56,47
EV2012,HCP100249,1,0,0,0
EV2012,HCP101392,1,1,70,41
EV2013,HCP100987,1,0,0,0
EV2013,HCP102458,1,0,0,0
EV2013,HCP100326,1,0,0,0
EV2013,HCP101841,1,0,0,0
EV2013,HCP101808,1,0,0,0
EV2013,HCP100544,1,0,0,0
EV2013,HCP101975,1,0,0,0
EV2013,HCP101469,1,0,0,0
EV2013,HCP101771,1,0,0,0
EV2013,HCP100823,1,0,0,0
EV2013,HCP101925,1,0,0,0
EV2013,HCP102338,1,0,0,0
EV2013,HCP101786,1,0,0,0
EV2013,HCP101949,1,0,0,0
EV2013,HCP101218,1,0,0,0
EV2013,HCP102171,1,0,0,0
EV2014,HCP100222,1,0,0,0
EV2014,HCP100765,0,0,0,0
EV2014,HCP100833,1,0,0,0
EV2014,HCP101022,1,1,104,65
EV2014,HCP100637,1,1,108,50
EV2014,HCP100661,1,0,0,0
EV2014,HCP102060,0,0,0,0
EV2014,HCP101193,1,1,105,75
EV2014,HCP102011,1,0,0,0
EV2014,HCP100941,1,0,0,0
EV2014,HCP102492,1,1,93,21
EV2014,HCP102408,1,1,94,48
EV2014,HCP101447,1,0,0,0
EV2014,HCP100106,1,1,107,64
EV2014,HCP100697,1,0,0,0
EV2014,HCP101619,1,0,0,0
EV2014,HCP101120,1,0,0,0
EV2014,HCP102239,0,0,0,0
EV2014,HCP100482,0,0,0,0
EV2015,HCP102222,1,0,0,0
EV2015,HCP100948,1,1,103,21
EV2015,HCP100044,1,1,105,56
EV2015,HCP101454,1,1,93,58
EV2015,HCP100905,1,1,94,61
EV2015,HCP101541,1,1,94,53
EV2015,HCP101740,0,0,0,0
EV2015,HCP101517,0,0,0,0
EV2015,HCP102499,1,0,0,0
EV2015,HCP100261,1,0,0,0
EV2015,HCP100008,1,0,0,0
EV2015,HCP101939,0,0,0,0
EV2015,HCP102357,0,0,0,0
EV2015,HCP101028,1,0,0,0
EV2015,HCP101041,1,1,101,59
EV2015,HCP102330,1,1,80,73
EV2015,HCP100498,0,0,0,0
EV2015,HCP100502,0,0,0,0
EV2015,HCP102313,1,0,0,0
EV2015,HCP100557,1,0,0,0
EV2015,HCP100482,1,0,0,0
EV2015,HCP101885,0,0,0,0
EV2015,HCP100545,0,0,0,0
EV2015,HCP100530,0,0,0,0
EV2015,HCP101155,1,1,91,69
EV2016,HCP101218,1,0,0,0
EV2016,HCP102357,1,1,94,53
EV2016,HCP101204,1,1,104,56
EV2016,HCP100516,0,0,0,0
EV2016,HCP101830,0,0,0,0
EV2016,HCP101211,1,0,0,0
EV2016,HCP102068,1,0,0,0
EV2016,HCP100480,1,0,0,0
EV2016,HCP100735,1,0,0,0
EV2016,HCP101150,1,0,0,0
EV2016,HCP101653,0,0,0,0
EV2016,HCP100506,1,0,0,0
EV2016,HCP100343,0,0,0,0
EV2016,HCP101818,1,1,110,56
EV2016,HCP100768,0,0,0,0
EV2016,HCP100289,1,1,106,21
EV2016,HCP101908,1,1,106,50
EV2016,HCP101267,1,1,84,70
EV2016,HCP100872,0,0,0,0
EV2016,HCP101031,1,0,0,0
EV2016,HCP101840,0,0,0,0
EV2016,HCP100519,1,1,100,29
EV2016,HCP100173,1,1,74,37
EV2016,HCP101469,1,1,107,60
EV2016,HCP102343,1,0,0,0
EV2016,HCP101510,1,0,0,0
EV2017,HCP100791,1,0,0,0
EV2017,HCP102488,1,0,0,0
EV2017,HCP102359,0,0,0,0
EV2017,HCP102378,1,1,76,66
EV2017,HCP102393,1,1,100,35
EV2017,HCP101207,1,0,0,0
EV2017,HCP100814,1,0,0,0
EV2017,HCP100530,1,1,91,32
EV2017,HCP101160,1,1,71,34
EV2017,HCP101003,0,0,0,0
EV2017,HCP101493,0,0,0,0
EV2017,HCP101300,1,1,100,87
EV2017,HCP101020,0,0,0,0
EV2017,HCP100069,1,0,0,0
EV2017,HCP101256,1,0,0,0
EV2017,HCP101023,1,0,0,0
EV2018,HCP100280,1,1,107,65
EV2018,HCP102425,1,1,111,32
EV2018,HCP100153,1,1,84,54
EV2018,HCP100724,1,0,0,0
EV2018,HCP101906,1,0,0,0
EV2018,HCP102434,0,0,0,0
EV2018,HCP100752,1,1,101,52
EV2018,HCP101099,1,0,0,0
EV2018,HCP102353,0,0,0,0
EV2018,HCP100550,1,1,97,44
EV2018,HCP100257,1,0,0,0
EV2019,HCP101583,1,0,0,0
EV2019,HCP102403,1,1,60,49
EV2019,HCP101089,1,1,72,76
EV2019,HCP100195,1,1,70,25
EV2019,HCP101980,1,1,62,35
EV2019,HCP100588,1,1,60,64
EV2019,HCP100822,0,0,0,0
EV2019,HCP101015,1,1,56,45
EV2019,HCP102197,1,1,55,32
EV2019,HCP101186,1,1,74,42
EV2019,HCP101238,1,0,0,0
EV2019,HCP101995,0,0,0,0
EV2019,HCP102104,1,0,0,0
EV2019,HCP101095,0,0,0,0
EV2019,HCP100034,1,1,65,52
EV2019,HCP100994,0,0,0,0
EV2019,HCP102060,1,1,66,33
EV2019,HCP100208,1,1,62,62
EV2019,HCP100811,0,0,0,0
EV2019,HCP102394,1,1,70,36
EV2019,HCP100914,1,1,68,40
EV2019,HCP100940,0,0,0,0
EV2019,HCP101530,1,0,0,0
EV2019,HCP101872,1,1,51,50
EV2019,HCP101403,1,1,71,61
EV2019,HCP100576,1,0,0,0
EV2019,HCP101940,1,1,73,42
EV2019,HCP101552,1,1,64,34
EV2019,HCP101868,1,1,61,27
EV2019,HCP101891,1,0,0,0
EV2019,HCP101060,1,0,0,0
EV2019,HCP101129,1,1,54,28
EV2019,HCP102140,1,0,0,0
EV2019,HCP101179,0,0,0,0
EV2019,HCP101936,1,1,56,50
EV2019,HCP102217,1,1,64,79
EV2019,HCP100894,1,0,0,0
EV2019,HCP101053,1,1,61,44
EV2020,HCP101200,0,0,0,0
EV2020,HCP102253,0,0,0,0
EV2020,HCP100509,1,1,76,46
EV2020,HCP101443,1,1,90,45
EV2020,HCP101090,1,0,0,0
EV2020,HCP100628,1,0,0,0
EV2020,HCP102185,1,1,90,37
EV2020,HCP102280,1,1,95,75
EV2020,HCP100828,1,0,0,0
EV2020,HCP100812,1,0,0,0
EV2020,HCP100026,0,0,0,0
EV2020,HCP100187,0,0,0,0
EV2020,HCP102160,1,1,94,44
EV2020,HCP100820,1,0,0,0
EV2020,HCP102321,0,0,0,0
EV2020,HCP101392,1,0,0,0
EV2020,HCP102307,1,1,94,46
EV2020,HCP102383,0,0,0,0
EV2020,HCP100230,0,0,0,0
EV2020,HCP102049,1,1,107,38
EV2020,HCP101120,1,0,0,0
EV2020,HCP100334,1,1,86,59
EV2020,HCP100205,0,0,0,0
EV2020,HCP100883,0,0,0,0
EV2020,HCP100168,1,1,110,76
EV2020,HCP101579,1,0,0,0
EV2020,HCP100439,1,0,0,0
EV2020,HCP100815,1,0,0,0
EV2020,HCP101982,1,0,0,0
EV2020,HCP101475,0,0,0,0
EV2020,HCP100581,1,1,106,37
EV2020,HCP101852,1,0,0,0
EV2020,HCP100161,1,1,91,35
EV2020,HCP100462,0,0,0,0
EV2020,HCP101191,1,1,82,32
EV2020,HCP100183,0,0,0,0
EV2020,HCP100361,1,1,87,38
EV2021,HCP100659,1,1,80,31
EV2021,HCP100606,1,1,94,86
EV2021,HCP100812,1,0,0,0
EV2021,HCP102189,0,0,0,0
EV2021,HCP101351,1,0,0,0
EV2021,HCP102051,1,1,87,85
EV2021,HCP101644,1,1,82,23
EV2021,HCP101334,1,1,77,40
EV2021,HCP101124,1,0,0,0
EV2021,HCP102461,1,1,84,27
EV2021,HCP102423,1,1,96,43
EV2021,HCP101324,0,0,0,0
EV2021,HCP102294,1,0,0,0
EV2021,HCP100586,1,1,99,60
EV2021,HCP100380,0,0,0,0
EV2021,HCP101140,0,0,0,0
EV2021,HCP100974,1,1,85,57
EV2021,HCP101081,1,0,0,0
EV2021,HCP101120,1,1,83,60
EV2021,HCP101310,1,1,84,21
EV2021,HCP100819,1,1,87,40
EV2021,HCP101318,1,1,83,69
EV2021,HCP100505,0,0,0,0
EV2022,HCP101558,1,0,0,0
EV2022,HCP102011,1,0,0,0
EV2022,HCP102239,1,0,0,0
EV2022,HCP100943,1,1,108,62
EV2022,HCP101786,1,1,97,37
EV2022,HCP101741,1,1,85,39
EV2022,HCP100671,1,0,0,0
EV2022,HCP100913,1,0,0,0
EV2022,HCP101502,1,0,0,0
EV2022,HCP101787,1,1,84,34
EV2022,HCP100937,1,0,0,0
EV2022,HCP101090,1,1,87,60
EV2022,HCP101200,1,0,0,0
EV2022,HCP101894,0,0,0,0
EV2022,HCP100976,0,0,0,0
EV2022,HCP100233,1,1,82,49
EV2022,HCP102466,1,1,108,70
EV2022,HCP100610,1,0,0,0
EV2022,HCP101880,1,0,0,0
EV2022,HCP100631,1,0,0,0
EV2022,HCP101539,0,0,0,0
EV2022,HCP100081,1,0,0,0
EV2022,HCP102401,1,0,0,0
EV2022,HCP100569,1,0,0,0
EV2022,HCP101238,0,0,0,0
EV2022,HCP101060,0,0,0,0
EV2023,HCP101918,1,1,103,72
EV2023,HCP101583,1,1,98,40
EV2023,HCP100758,0,0,0,0
EV2023,HCP102099,0,0,0,0
EV2023,HCP101248,0,0,0,0
EV2023,HCP100911,0,0,0,0
EV2023,HCP101939,1,1,106,30
EV2023,HCP100087,1,1,99,13
EV2023,HCP101096,1,0,0,0
EV2023,HCP100650,1,1,99,52
EV2023,HCP101423,0,0,0,0
EV2023,HCP100756,0,0,0,0
EV2023,HCP102253,1,0,0,0
EV2023,HCP102106,0,0,0,0
EV2023,HCP102026,1,0,0,0
EV2023,HCP101696,1,0,0,0
EV2023,HCP101363,1,1,103,49
EV2023,HCP100039,1,1,95,49
EV2023,HCP100605,1,0,0,0
EV2023,HCP100533,0,0,0,0
EV2023,HCP100471,1,1,81,34
EV2023,HCP101193,1,1,107,55
EV2023,HCP100104,0,0,0,0
EV2023,HCP101660,1,1,96,54
EV2023,HCP102321,1,1,98,50
EV2023,HCP102218,1,1,89,33
EV2023,HCP101885,0,0,0,0
EV2023,HCP100656,0,0,0,0
EV2023,HCP102190,1,0,0,0
EV2023,HCP100146,1,0,0,0
