event_id,hcp_id,registered,verified_attended,duration,engagement,reason,invited_at,channel,eligible_reason
EV2013,HCP102338,,,,,non_completed_event,2024-09-02,Email,Product affinity
EV2013,HCP101786,,,,,non_completed_event,2024-08-26,Rep,Combination of factors
EV2013,HCP100768,,,,,non_completed_event,2024-08-24,Email,Product affinity
EV2013,HCP101949,,,,,non_completed_event,2024-09-13,Email,Product affinity
EV2013,HCP101613,,,,,non_completed_event,2024-08-11,Rep,Combination of factors
EV2013,HCP102448,,,,,non_completed_event,2024-08-18,Rep,Patient-volume threshold
EV2013,HCP101218,,,,,non_completed_event,2024-08-02,Rep,Prior engagement
EV2013,HCP100818,,,,,non_completed_event,2024-08-03,Rep,Product affinity
EV2013,HCP102222,,,,,non_completed_event,2024-08-30,Email,Product affinity
EV2013,HCP102171,,,,,non_completed_event,2024-09-04,Email,Product affinity
EV2013,HCP101267,,,,,non_completed_event,2024-07-25,Rep,Product affinity
EV2013,HCP100224,,,,,non_completed_event,2024-09-08,Email,Combination of factors
EV2053,HCP100569,,,,,non_completed_event,2024-12-05,Email,Product affinity
EV2053,HCP100848,,,,,non_completed_event,2024-11-09,Rep,Combination of factors
EV2053,HCP102088,,,,,non_completed_event,2024-12-01,Email,Combination of factors
EV2053,HCP100551,,,,,non_completed_event,2024-12-14,Portal,Combination of factors
EV2053,HCP101663,,,,,non_completed_event,2024-11-29,Rep,Specialty match
EV2053,HCP101363,,,,,non_completed_event,2024-12-13,Rep,Product affinity
EV2053,HCP100493,,,,,non_completed_event,2024-12-14,Rep,Prior engagement
EV2053,HCP102381,,,,,non_completed_event,2024-11-07,Rep,Product affinity
EV2053,HCP102455,,,,,non_completed_event,2024-12-30,Phone,Product affinity
EV2053,HCP102374,,,,,non_completed_event,2024-12-26,Email,Product affinity
EV2053,HCP102384,,,,,non_completed_event,2024-12-07,Email,Product affinity
EV2053,HCP100671,,,,,non_completed_event,2024-12-23,Phone,Product affinity
EV2053,HCP100403,,,,,non_completed_event,2024-12-07,Email,Combination of factors
EV2053,HCP100478,,,,,non_completed_event,2024-12-22,Email,Product affinity
EV2053,HCP101071,,,,,non_completed_event,2024-12-18,Phone,Combination of factors
EV2053,HCP101288,,,,,non_completed_event,2024-11-20,Rep,Product affinity
EV2053,HCP101471,,,,,non_completed_event,2024-12-13,Rep,Combination of factors
EV2053,HCP100990,,,,,non_completed_event,2024-12-09,Email,Product affinity
EV2053,HCP100637,,,,,non_completed_event,2024-12-18,Email,Product affinity
EV2053,HCP100697,,,,,non_completed_event,2024-12-05,Email,Patient-volume threshold
EV2053,HCP100756,,,,,non_completed_event,2024-12-11,Rep,Combination of factors
EV2053,HCP100810,,,,,non_completed_event,2024-12-16,Email,Product affinity
EV2053,HCP101372,,,,,non_completed_event,2024-12-26,Phone,Combination of factors
EV2053,HCP100794,,,,,non_completed_event,2024-12-12,Email,Combination of factors
EV2053,HCP102386,,,,,non_completed_event,2024-12-28,Email,Product affinity
EV2053,HCP101925,,,,,non_completed_event,2024-12-26,Portal,Patient-volume threshold
EV2053,HCP101402,,,,,non_completed_event,2024-12-11,Email,Combination of factors
EV2053,HCP101642,,,,,non_completed_event,2024-12-12,Email,Product affinity
EV2053,HCP102174,,,,,non_completed_event,2024-12-23,Email,Combination of factors
EV2053,HCP101261,,,,,non_completed_event,2024-12-03,Email,Product affinity
EV2053,HCP101767,,,,,non_completed_event,2024-12-05,Portal,Product affinity
EV2053,HCP100418,,,,,non_completed_event,2024-12-04,Email,Combination of factors
EV2053,HCP101867,,,,,non_completed_event,2024-12-28,Email,Product affinity
EV2053,HCP100651,,,,,non_completed_event,2024-12-06,Rep,Product affinity
EV2053,HCP100817,,,,,non_completed_event,2024-11-21,Rep,Combination of factors
EV2072,HCP101362,,,,,non_completed_event,2024-12-10,Rep,Specialty match
EV2072,HCP102410,,,,,non_completed_event,2025-01-14,Email,Specialty match
EV2072,HCP101746,,,,,non_completed_event,2025-01-02,Portal,Product affinity
EV2072,HCP100774,,,,,non_completed_event,2025-01-05,Email,Product affinity
EV2072,HCP101338,,,,,non_completed_event,2024-12-19,Portal,Geographic proximity
EV2072,HCP100903,,,,,non_completed_event,2025-01-18,Phone,Patient-volume threshold
EV2072,HCP101265,,,,,non_completed_event,2024-12-18,Rep,Combination of factors
EV2072,HCP102005,,,,,non_completed_event,2025-01-09,Rep,Patient-volume threshold
EV2072,HCP100507,,,,,non_completed_event,2025-01-01,Rep,Combination of factors
EV2072,HCP100020,,,,,non_completed_event,2025-01-02,Email,Product affinity
EV2072,HCP102404,,,,,non_completed_event,2024-12-19,Portal,Combination of factors
EV2072,HCP102084,,,,,non_completed_event,2025-01-05,Portal,Product affinity
EV2072,HCP102101,,,,,non_completed_event,2025-01-17,Phone,Specialty match
EV2072,HCP102098,,,,,non_completed_event,2025-01-19,Phone,Product affinity
EV2072,HCP101565,,,,,non_completed_event,2025-01-22,Email,Patient-volume threshold
EV2072,HCP102078,,,,,non_completed_event,2024-12-12,Rep,Product affinity
EV2072,HCP101943,,,,,non_completed_event,2025-01-17,Phone,Product affinity
EV2072,HCP100312,,,,,non_completed_event,2025-01-15,Portal,Product affinity
EV2072,HCP102074,,,,,non_completed_event,2025-01-04,Rep,Product affinity
EV2072,HCP102258,,,,,non_completed_event,2024-12-11,Rep,Combination of factors
EV2072,HCP102475,,,,,non_completed_event,2024-12-20,Rep,Combination of factors
EV2072,HCP102054,,,,,non_completed_event,2025-01-15,Email,Product affinity
EV2072,HCP101667,,,,,non_completed_event,2025-01-20,Email,Product affinity
EV2072,HCP100257,,,,,non_completed_event,2024-12-19,Rep,Combination of factors
EV2072,HCP100842,,,,,non_completed_event,2025-01-20,Email,Product affinity
EV2072,HCP101812,,,,,non_completed_event,2024-12-19,Rep,Product affinity
EV2072,HCP100347,,,,,non_completed_event,2024-12-14,Rep,Specialty match
EV2072,HCP100612,,,,,non_completed_event,2025-01-18,Phone,Product affinity
EV2072,HCP100276,,,,,non_completed_event,2025-01-21,Email,Prior engagement
EV2072,HCP101803,,,,,non_completed_event,2025-01-12,Email,Product affinity
EV2072,HCP100266,,,,,non_completed_event,2025-01-20,Portal,Geographic proximity
EV2072,HCP101458,,,,,non_completed_event,2025-01-06,Email,Geographic proximity
EV2072,HCP100987,,,,,non_completed_event,2025-01-05,Email,Prior engagement
EV2072,HCP102417,,,,,non_completed_event,2024-12-07,Rep,Product affinity
EV2072,HCP101905,,,,,non_completed_event,2025-01-10,Portal,Geographic proximity
EV2072,HCP101912,,,,,non_completed_event,2025-01-11,Email,Combination of factors
EV2072,HCP102309,,,,,non_completed_event,2024-12-30,Email,Product affinity
EV2072,HCP100747,,,,,non_completed_event,2024-12-12,Rep,Combination of factors
EV2072,HCP101735,,,,,non_completed_event,2025-01-24,Email,Combination of factors
EV2072,HCP101229,,,,,non_completed_event,2025-01-15,Email,Product affinity
EV2072,HCP101610,,,,,non_completed_event,2025-01-07,Email,Product affinity
EV2072,HCP101628,,,,,non_completed_event,2025-01-12,Email,Product affinity
EV2072,HCP101551,,,,,non_completed_event,2025-01-02,Rep,Prior engagement
EV2072,HCP101255,,,,,non_completed_event,2025-01-03,Email,Combination of factors
EV2072,HCP100759,,,,,non_completed_event,2025-01-20,Email,Prior engagement
EV2072,HCP100122,,,,,non_completed_event,2025-01-12,Email,Product affinity
EV2072,HCP100045,,,,,non_completed_event,2025-01-16,Email,Product affinity
EV2072,HCP100707,,,,,non_completed_event,2024-12-22,Portal,Combination of factors
EV2072,HCP102130,,,,,non_completed_event,2025-01-06,Portal,Combination of factors
EV2072,HCP102110,,,,,non_completed_event,2024-12-29,Rep,Patient-volume threshold
EV2072,HCP101846,,,,,non_completed_event,2024-12-19,Rep,Combination of factors
EV2072,HCP100871,,,,,non_completed_event,2025-01-20,Email,Specialty match
EV2072,HCP101373,,,,,non_completed_event,2025-01-16,Email,Specialty match
EV2072,HCP101182,,,,,non_completed_event,2025-01-19,Email,Geographic proximity
EV2072,HCP102095,,,,,non_completed_event,2025-01-08,Rep,Product affinity
EV2072,HCP100921,,,,,non_completed_event,2025-01-08,Email,Combination of factors
EV2072,HCP100829,,,,,non_completed_event,2024-12-05,Rep,Specialty match
EV2072,HCP101766,,,,,non_completed_event,2025-01-03,Email,Geographic proximity
EV2072,HCP101962,,,,,non_completed_event,2025-01-25,Email,Product affinity
EV2072,HCP100697,,,,,non_completed_event,2025-01-05,Rep,Combination of factors
EV2072,HCP101193,,,,,non_completed_event,2024-12-16,Rep,Patient-volume threshold
EV2072,HCP101542,,,,,non_completed_event,2025-01-07,Rep,Product affinity
EV2072,HCP100288,,,,,non_completed_event,2025-01-04,Portal,Product affinity
EV2072,HCP100844,,,,,non_completed_event,2025-01-26,Email,Specialty match
EV2072,HCP100203,,,,,non_completed_event,2025-01-01,Portal,Specialty match
EV2072,HCP101296,,,,,non_completed_event,2025-01-20,Email,Patient-volume threshold
EV2072,HCP102142,,,,,non_completed_event,2025-01-11,Rep,Specialty match
EV2072,HCP102477,,,,,non_completed_event,2025-01-14,Portal,Product affinity
EV2072,HCP100207,,,,,non_completed_event,2025-01-23,Phone,Prior engagement
EV2072,HCP101561,,,,,non_completed_event,2024-12-30,Rep,Combination of factors
EV2072,HCP102451,,,,,non_completed_event,2025-01-15,Email,Specialty match
EV2072,HCP100021,,,,,non_completed_event,2025-01-10,Email,Prior engagement
EV2072,HCP100843,,,,,non_completed_event,2025-01-18,Email,Product affinity
EV2072,HCP100280,,,,,non_completed_event,2025-01-27,Phone,Combination of factors
EV2072,HCP101909,,,,,non_completed_event,2025-01-17,Email,Combination of factors
EV2072,HCP100041,,,,,non_completed_event,2025-01-22,Email,Specialty match
EV2072,HCP102271,,,,,non_completed_event,2025-01-28,Phone,Specialty match
EV2072,HCP101422,,,,,non_completed_event,2025-01-01,Rep,Product affinity
EV2072,HCP100066,,,,,non_completed_event,2025-01-14,Portal,Combination of factors
EV2072,HCP101079,,,,,non_completed_event,2025-01-12,Phone,Specialty match
EV2072,HCP100424,,,,,non_completed_event,2025-01-18,Email,Product affinity
EV2072,HCP102042,,,,,non_completed_event,2025-01-12,Rep,Specialty match
EV2072,HCP101351,,,,,non_completed_event,2024-12-14,Rep,Combination of factors
EV2072,HCP101952,,,,,non_completed_event,2024-12-17,Rep,Patient-volume threshold
EV2072,HCP100459,,,,,non_completed_event,2024-12-31,Rep,Combination of factors
EV2072,HCP101401,,,,,non_completed_event,2025-01-03,Rep,Combination of factors
EV2072,HCP101906,,,,,non_completed_event,2025-01-05,Email,Product affinity
EV2072,HCP100725,,,,,non_completed_event,2024-12-26,Rep,Specialty match
EV2115,HCP101536,,,,,non_completed_event,2025-04-14,Email,Product affinity
EV2115,HCP102398,,,,,non_completed_event,2025-04-26,Email,Combination of factors
EV2115,HCP100846,,,,,non_completed_event,2025-04-18,Email,Geographic proximity
EV2115,HCP101782,,,,,non_completed_event,2025-04-15,Email,Product affinity
EV2115,HCP101502,,,,,non_completed_event,2025-04-20,Email,Patient-volume threshold
EV2115,HCP100964,,,,,non_completed_event,2025-04-10,Email,Product affinity
EV2115,HCP100370,,,,,non_completed_event,2025-03-26,Rep,Product affinity
EV2115,HCP101416,,,,,non_completed_event,2025-04-23,Email,Product affinity
EV2115,HCP101486,,,,,non_completed_event,2025-04-15,Email,Combination of factors
EV2115,HCP100708,,,,,non_completed_event,2025-04-04,Email,Specialty match
EV2115,HCP102338,,,,,non_completed_event,2025-04-27,Portal,Product affinity
EV2115,HCP100966,,,,,non_completed_event,2025-04-04,Email,Product affinity
EV2115,HCP101583,,,,,non_completed_event,2025-04-23,Email,Combination of factors
EV2115,HCP100632,,,,,non_completed_event,2025-04-09,Portal,Combination of factors
EV2115,HCP100624,,,,,non_completed_event,2025-04-21,Portal,Combination of factors
EV2115,HCP101407,,,,,non_completed_event,2025-04-16,Email,Product affinity
EV2115,HCP100154,,,,,non_completed_event,2025-04-10,Email,Product affinity
EV2115,HCP102455,,,,,non_completed_event,2025-04-11,Email,Combination of factors
EV2115,HCP101151,,,,,non_completed_event,2025-04-07,Email,Patient-volume threshold
EV2115,HCP100703,,,,,non_completed_event,2025-04-02,Rep,Patient-volume threshold
EV2115,HCP101621,,,,,non_completed_event,2025-04-06,Email,Product affinity
EV2115,HCP100450,,,,,non_completed_event,2025-05-01,Email,Product affinity
EV2115,HCP100791,,,,,non_completed_event,2025-04-22,Email,Product affinity
EV2115,HCP100769,,,,,non_completed_event,2025-04-17,Rep,Combination of factors
EV2115,HCP100460,,,,,non_completed_event,2025-03-27,Rep,Specialty match
EV2115,HCP101213,,,,,non_completed_event,2025-04-23,Email,Product affinity
EV2115,HCP100164,,,,,non_completed_event,2025-04-08,Email,Product affinity
EV2115,HCP100974,,,,,non_completed_event,2025-03-31,Rep,Specialty match
EV2115,HCP100457,,,,,non_completed_event,2025-04-29,Portal,Product affinity
EV2115,HCP101300,,,,,non_completed_event,2025-04-10,Rep,Product affinity
EV2115,HCP100680,,,,,non_completed_event,2025-04-14,Rep,Combination of factors
EV2115,HCP101163,,,,,non_completed_event,2025-04-14,Rep,Combination of factors
EV2115,HCP101256,,,,,non_completed_event,2025-03-10,Rep,Product affinity
EV2115,HCP101841,,,,,non_completed_event,2025-04-09,Email,Product affinity
EV2115,HCP101283,,,,,non_completed_event,2025-04-30,Email,Specialty match
EV2115,HCP102326,,,,,non_completed_event,2025-04-13,Email,Product affinity
EV2115,HCP102177,,,,,non_completed_event,2025-04-08,Rep,Patient-volume threshold
EV2115,HCP101804,,,,,non_completed_event,2025-04-10,Email,Product affinity
EV2115,HCP102166,,,,,non_completed_event,2025-04-21,Email,Product affinity
EV2115,HCP102201,,,,,non_completed_event,2025-04-07,Email,Geographic proximity
EV2115,HCP100975,,,,,non_completed_event,2025-03-18,Rep,Patient-volume threshold
EV2115,HCP100481,,,,,non_completed_event,2025-03-12,Rep,Product affinity
EV2115,HCP101797,,,,,non_completed_event,2025-04-11,Portal,Geographic proximity
EV2115,HCP101500,,,,,non_completed_event,2025-04-13,Rep,Geographic proximity
EV2115,HCP101098,,,,,non_completed_event,2025-04-08,Rep,Product affinity
EV2115,HCP101562,,,,,non_completed_event,2025-04-20,Email,Product affinity
EV2115,HCP102048,,,,,non_completed_event,2025-04-27,Email,Product affinity
EV2129,HCP100907,,,,,non_completed_event,2025-05-19,Portal,Combination of factors
EV2129,HCP100023,,,,,non_completed_event,2025-04-20,Rep,Combination of factors
EV2129,HCP101616,,,,,non_completed_event,2025-06-02,Email,Combination of factors
EV2129,HCP100688,,,,,non_completed_event,2025-05-16,Email,Product affinity
EV2129,HCP100904,,,,,non_completed_event,2025-05-19,Portal,Combination of factors
EV2129,HCP101448,,,,,non_completed_event,2025-05-19,Email,Product affinity
EV2129,HCP101349,,,,,non_completed_event,2025-04-20,Rep,Product affinity
EV2129,HCP102430,,,,,non_completed_event,2025-06-07,Email,Product affinity
EV2129,HCP100756,,,,,non_completed_event,2025-05-17,Rep,Combination of factors
EV2129,HCP101539,,,,,non_completed_event,2025-05-14,Email,Combination of factors
EV2129,HCP100101,,,,,non_completed_event,2025-05-07,Rep,Combination of factors
EV2129,HCP100048,,,,,non_completed_event,2025-04-27,Rep,Geographic proximity
EV2129,HCP101627,,,,,non_completed_event,2025-05-16,Rep,Combination of factors
EV2129,HCP100361,,,,,non_completed_event,2025-05-23,Email,Combination of factors
EV2129,HCP101283,,,,,non_completed_event,2025-05-19,Portal,Product affinity
EV2129,HCP100586,,,,,non_completed_event,2025-05-29,Email,Patient-volume threshold
EV2129,HCP102399,,,,,non_completed_event,2025-05-29,Email,Product affinity
EV2129,HCP101190,,,,,non_completed_event,2025-06-04,Email,Product affinity
EV2129,HCP100854,,,,,non_completed_event,2025-06-01,Email,Patient-volume threshold
EV2129,HCP102369,,,,,non_completed_event,2025-04-21,Rep,Specialty match
EV2129,HCP100039,,,,,non_completed_event,2025-05-23,Email,Specialty match
EV2129,HCP102328,,,,,non_completed_event,2025-05-09,Rep,Combination of factors
EV2129,HCP100168,,,,,non_completed_event,2025-05-10,Email,Combination of factors
EV2129,HCP100540,,,,,non_completed_event,2025-05-12,Rep,Specialty match
EV2129,HCP100233,,,,,non_completed_event,2025-05-12,Email,Product affinity
EV2129,HCP100330,,,,,non_completed_event,2025-06-04,Email,Combination of factors
EV2129,HCP101527,,,,,non_completed_event,2025-05-21,Rep,Patient-volume threshold
EV2129,HCP101915,,,,,non_completed_event,2025-04-23,Rep,Combination of factors
EV2129,HCP101583,,,,,non_completed_event,2025-05-22,Rep,Product affinity
EV2129,HCP100969,,,,,non_completed_event,2025-05-28,Email,Product affinity
EV2129,HCP100973,,,,,non_completed_event,2025-05-21,Phone,Prior engagement
EV2129,HCP102251,,,,,non_completed_event,2025-05-25,Email,Product affinity
EV2129,HCP100648,,,,,non_completed_event,2025-04-27,Rep,Product affinity
EV2129,HCP101916,,,,,non_completed_event,2025-06-07,Phone,Product affinity
EV2129,HCP101598,,,,,non_completed_event,2025-05-24,Email,Product affinity
EV2129,HCP100047,,,,,non_completed_event,2025-05-18,Email,Product affinity
EV2129,HCP101606,,,,,non_completed_event,2025-05-28,Email,Patient-volume threshold
EV2129,HCP102441,,,,,non_completed_event,2025-05-10,Email,Specialty match
EV2129,HCP101500,,,,,non_completed_event,2025-05-03,Rep,Product affinity
EV2129,HCP100220,,,,,non_completed_event,2025-06-05,Phone,Geographic proximity
EV2129,HCP102330,,,,,non_completed_event,2025-05-03,Rep,Patient-volume threshold
EV2129,HCP101654,,,,,non_completed_event,2025-05-18,Rep,Combination of factors
EV2129,HCP100559,,,,,non_completed_event,2025-04-22,Rep,Combination of factors
EV2129,HCP100965,,,,,non_completed_event,2025-06-04,Email,Combination of factors
EV2129,HCP102266,,,,,non_completed_event,2025-04-27,Rep,Product affinity
EV2129,HCP102489,,,,,non_completed_event,2025-05-23,Phone,Combination of factors
EV2129,HCP100790,,,,,non_completed_event,2025-05-13,Rep,Product affinity
EV2129,HCP100139,,,,,non_completed_event,2025-05-01,Rep,Patient-volume threshold
EV2129,HCP102153,,,,,non_completed_event,2025-05-22,Email,Combination of factors
EV2129,HCP101166,,,,,non_completed_event,2025-04-25,Rep,Combination of factors
EV2129,HCP100022,,,,,non_completed_event,2025-05-02,Rep,Product affinity
EV2129,HCP101140,,,,,non_completed_event,2025-05-31,Email,Combination of factors
EV2129,HCP101988,,,,,non_completed_event,2025-05-19,Email,Product affinity
EV2129,HCP101709,,,,,non_completed_event,2025-05-28,Portal,Geographic proximity
EV2129,HCP101799,,,,,non_completed_event,2025-05-31,Email,Combination of factors
EV2129,HCP100677,,,,,non_completed_event,2025-05-22,Email,Geographic proximity
EV2129,HCP101824,,,,,non_completed_event,2025-05-22,Portal,Combination of factors
EV2129,HCP101985,,,,,non_completed_event,2025-06-02,Email,Prior engagement
EV2129,HCP101056,,,,,non_completed_event,2025-05-24,Rep,Patient-volume threshold
EV2129,HCP100703,,,,,non_completed_event,2025-04-24,Rep,Patient-volume threshold
EV2129,HCP101479,,,,,non_completed_event,2025-05-20,Email,Geographic proximity
EV2129,HCP102403,,,,,non_completed_event,2025-05-29,Email,Specialty match
EV2129,HCP101333,,,,,non_completed_event,2025-05-06,Portal,Combination of factors
EV2129,HCP101377,,,,,non_completed_event,2025-05-02,Rep,Combination of factors
EV2129,HCP102228,,,,,non_completed_event,2025-05-17,Portal,Product affinity
EV2129,HCP102484,,,,,non_completed_event,2025-05-09,Rep,Combination of factors
EV2129,HCP101636,,,,,non_completed_event,2025-06-06,Phone,Patient-volume threshold
EV2129,HCP101931,,,,,non_completed_event,2025-05-27,Email,Geographic proximity
EV2129,HCP100600,,,,,non_completed_event,2025-05-13,Portal,Combination of factors
EV2129,HCP102020,,,,,non_completed_event,2025-05-25,Phone,Product affinity
EV2129,HCP102311,,,,,non_completed_event,2025-04-23,Rep,Product affinity
EV2129,HCP100564,,,,,non_completed_event,2025-05-23,Portal,Product affinity
EV2129,HCP100241,,,,,non_completed_event,2025-04-24,Rep,Product affinity
EV2129,HCP100780,,,,,non_completed_event,2025-06-06,Email,Geographic proximity
EV2129,HCP101285,,,,,non_completed_event,2025-05-20,Rep,Product affinity
EV2129,HCP101502,,,,,non_completed_event,2025-05-21,Email,Combination of factors
EV2129,HCP100957,,,,,non_completed_event,2025-05-15,Portal,Combination of factors
EV2129,HCP100804,,,,,non_completed_event,2025-06-07,Phone,Prior engagement
EV2129,HCP100404,,,,,non_completed_event,2025-05-30,Portal,Geographic proximity
EV2129,HCP100109,,,,,non_completed_event,2025-05-08,Rep,Specialty match
EV2129,HCP101439,,,,,non_completed_event,2025-05-31,Email,Product affinity
EV2138,HCP100205,,,,,non_completed_event,2025-06-24,Email,Combination of factors
EV2138,HCP100418,,,,,non_completed_event,2025-07-13,Email,Product affinity
EV2138,HCP102144,,,,,non_completed_event,2025-06-29,Email,Specialty match
EV2138,HCP101747,,,,,non_completed_event,2025-07-06,Email,Prior engagement
EV2138,HCP101790,,,,,non_completed_event,2025-07-03,Email,Product affinity
EV2138,HCP100517,,,,,non_completed_event,2025-06-08,Portal,Product affinity
EV2138,HCP100049,,,,,non_completed_event,2025-07-02,Email,Product affinity
EV2138,HCP101945,,,,,non_completed_event,2025-06-30,Phone,Product affinity
EV2138,HCP101885,,,,,non_completed_event,2025-07-04,Email,Product affinity
EV2138,HCP100848,,,,,non_completed_event,2025-06-30,Email,Combination of factors
EV2138,HCP101606,,,,,non_completed_event,2025-06-24,Rep,Product affinity
EV2138,HCP100699,,,,,non_completed_event,2025-07-05,Email,Product affinity
EV2138,HCP100616,,,,,non_completed_event,2025-07-12,Email,Patient-volume threshold
EV2138,HCP101193,,,,,non_completed_event,2025-06-26,Portal,Patient-volume threshold
EV2138,HCP102492,,,,,non_completed_event,2025-06-22,Email,Product affinity
EV2138,HCP102051,,,,,non_completed_event,2025-06-24,Email,Product affinity
EV2138,HCP100222,,,,,non_completed_event,2025-06-27,Email,Combination of factors
EV2138,HCP100687,,,,,non_completed_event,2025-06-19,Rep,Specialty match
EV2138,HCP102189,,,,,non_completed_event,2025-07-03,Email,Product affinity
EV2138,HCP101457,,,,,non_completed_event,2025-05-24,Rep,Combination of factors
EV2138,HCP100975,,,,,non_completed_event,2025-07-03,Email,Product affinity
EV2138,HCP100102,,,,,non_completed_event,2025-05-23,Rep,Product affinity
EV2138,HCP100234,,,,,non_completed_event,2025-06-09,Rep,Combination of factors
EV2138,HCP101248,,,,,non_completed_event,2025-07-01,Portal,Product affinity
EV2138,HCP100824,,,,,non_completed_event,2025-06-14,Rep,Patient-volume threshold
EV2138,HCP100535,,,,,non_completed_event,2025-06-08,Rep,Specialty match
EV2138,HCP102140,,,,,non_completed_event,2025-06-08,Rep,Combination of factors
EV2138,HCP100202,,,,,non_completed_event,2025-06-20,Email,Product affinity
EV2138,HCP101931,,,,,non_completed_event,2025-06-24,Portal,Product affinity
EV2138,HCP100062,,,,,non_completed_event,2025-07-08,Email,Product affinity
EV2138,HCP101776,,,,,non_completed_event,2025-06-08,Portal,Combination of factors
EV2138,HCP101952,,,,,non_completed_event,2025-06-27,Email,Patient-volume threshold
EV2138,HCP100466,,,,,non_completed_event,2025-06-26,Portal,Product affinity
EV2138,HCP100383,,,,,non_completed_event,2025-06-10,Rep,Combination of factors
EV2138,HCP102127,,,,,non_completed_event,2025-06-20,Portal,Product affinity
EV2138,HCP100055,,,,,non_completed_event,2025-06-28,Email,Product affinity
EV2138,HCP100589,,,,,non_completed_event,2025-06-16,Portal,Product affinity
EV2138,HCP100757,,,,,non_completed_event,2025-07-04,Email,Product affinity
EV2138,HCP101855,,,,,non_completed_event,2025-06-16,Portal,Combination of factors
EV2138,HCP101944,,,,,non_completed_event,2025-07-10,Phone,Specialty match
EV2138,HCP101151,,,,,non_completed_event,2025-07-07,Email,Patient-volume threshold
EV2138,HCP101219,,,,,non_completed_event,2025-06-17,Email,Specialty match
EV2138,HCP100134,,,,,non_completed_event,2025-05-24,Rep,Product affinity
EV2138,HCP101568,,,,,non_completed_event,2025-06-19,Email,Product affinity
EV2138,HCP102179,,,,,non_completed_event,2025-06-19,Email,Combination of factors
EV2138,HCP102380,,,,,non_completed_event,2025-06-23,Portal,Product affinity
EV2138,HCP100941,,,,,non_completed_event,2025-06-25,Email,Product affinity
EV2138,HCP100586,,,,,non_completed_event,2025-06-09,Rep,Combination of factors
EV2138,HCP100237,,,,,non_completed_event,2025-07-05,Email,Product affinity
EV2138,HCP102375,,,,,non_completed_event,2025-06-07,Rep,Product affinity
EV2138,HCP100650,,,,,non_completed_event,2025-07-11,Portal,Patient-volume threshold
EV2138,HCP101277,,,,,non_completed_event,2025-05-28,Rep,Product affinity
EV2138,HCP100563,,,,,non_completed_event,2025-07-12,Email,Specialty match
EV2138,HCP100302,,,,,non_completed_event,2025-05-28,Rep,Combination of factors
EV2138,HCP101255,,,,,non_completed_event,2025-06-17,Email,Combination of factors
EV2138,HCP100270,,,,,non_completed_event,2025-05-25,Rep,Patient-volume threshold
EV2138,HCP101930,,,,,non_completed_event,2025-06-05,Rep,Product affinity
EV2138,HCP100798,,,,,non_completed_event,2025-06-17,Email,Combination of factors
EV2138,HCP102323,,,,,non_completed_event,2025-06-23,Email,Specialty match
